Count,Tradelist Count,Name,Edition,Card Number,Condition,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
4,,Fleshbag Marauder,Shards of Alara,76,,,,,,,,,0.13
4,,Gift of the Gargantuan,Shards of Alara,132,,,,,,,,,0.05
4,,Glaze Fiend,Shards of Alara,77,,,,,,,,,0.05
4,,Goblin Deathraiders,Shards of Alara,169,,,,,,,,,0.05
4,,Goblin Mountaineer,Shards of Alara,102,,,,,,,,,0.03
4,,Godtoucher,Shards of Alara,133,,,,,,,,,0.03
4,,Grixis Battlemage,Shards of Alara,78,,,,,,,,,0.04
4,,Grixis Charm,Shards of Alara,171,,,,,,,,,0.04
4,,Grixis Panorama,Shards of Alara,224,,,,,,,,,0.05
4,,Guardians of Akrasa,Shards of Alara,12,,,,,,,,,0.04
4,,Gustrider Exuberant,Shards of Alara,13,,,,,,,,,0.02
3,,Hindering Light,Shards of Alara,173,,,,,,,,,0.15
4,,Hissing Iguanar,Shards of Alara,104,,,,,,,,,0.05
4,,Incurable Ogre,Shards of Alara,105,,,,,,,,,0.02
4,,Infest,Shards of Alara,80,,,,,,,,,0.04
4,,Jhessian Infiltrator,Shards of Alara,174,,,,,,,,,0.1
4,,Jhessian Lookout,Shards of Alara,46,,,,,,,,,0.02
4,,Jund Battlemage,Shards of Alara,106,,,,,,,,,0.06
2,,Jund Charm,Shards of Alara,175,,,,,,,,,0.13
4,,Jund Panorama,Shards of Alara,225,,,,,,,,,0.09
4,,Jungle Shrine,Shards of Alara,226,,,,,,,,,0.32
4,,Jungle Weaver,Shards of Alara,134,,,,,,,,,0.07
4,,Kathari Screecher,Shards of Alara,47,,,,,,,,,0.02
4,,Kederekt Creeper,Shards of Alara,176,,,,,,,,,0.05
4,,Kiss of the Amesha,Shards of Alara,177,,,,,,,,,0.06
4,,Knight of the Skyward Eye,Shards of Alara,15,,,,,,,,,0.04
4,,Lightning Talons,Shards of Alara,107,,,,,,,,,0.03
4,,Lush Growth,Shards of Alara,136,,,,,,,,,0.05
4,,Magma Spray,Shards of Alara,108,,,,,,,,,0.05
4,,Marble Chalice,Shards of Alara,18,,,,,,,,,0.04
4,,Metallurgeon,Shards of Alara,19,,,,,,,,,0.05
4,,Mighty Emergence,Shards of Alara,137,,,,,,,,,0.06
4,,Mosstodon,Shards of Alara,139,,,,,,,,,0.04
4,,Naturalize,Shards of Alara,141,,,,,,,,,0.03
4,,Naya Battlemage,Shards of Alara,142,,,,,,,,,0.04
4,,Naya Charm,Shards of Alara,180,,,,,,,,,0.05
4,,Naya Panorama,Shards of Alara,227,,,,,,,,,0.09
4,,Necrogenesis,Shards of Alara,181,,,,,,,,,0.04
4,,Obelisk of Bant,Shards of Alara,212,,,,,,,,,0.05
4,,Obelisk of Esper,Shards of Alara,213,,,,,,,,,0.05
4,,Obelisk of Grixis,Shards of Alara,214,,,,,,,,,0.05
4,,Obelisk of Jund,Shards of Alara,215,,,,,,,,,0.04
4,,Obelisk of Naya,Shards of Alara,216,,,,,,,,,0.05
4,,Oblivion Ring,Shards of Alara,20,,,,,,,,,0.05
4,,Onyx Goblet,Shards of Alara,81,,,,,,,,,0.04
4,,Outrider of Jhess,Shards of Alara,52,,,,,,,,,0.03
4,,Protomatter Powder,Shards of Alara,53,,,,,,,,,0.03
4,,Puppet Conjurer,Shards of Alara,82,,,,,,,,,0.04
4,,Qasali Ambusher,Shards of Alara,184,,,,,,,,,0.3
4,,Rakeclaw Gargantuan,Shards of Alara,186,,,,,,,,,0.03
3,,Relic of Progenitus,Shards of Alara,218,,,,,,,,,1.5
4,,Resounding Roar,Shards of Alara,144,,,,,,,,,0.03
4,,Resounding Scream,Shards of Alara,83,,,,,,,,,0.03
4,,Resounding Silence,Shards of Alara,22,,,,,,,,,0.03
4,,Resounding Thunder,Shards of Alara,110,,,,,,,,,0.02
4,,Resounding Wave,Shards of Alara,54,,,,,,,,,0.05
4,,Rhox Charger,Shards of Alara,145,,,,,,,,,0.06
4,,Rhox War Monk,Shards of Alara,188,,,,,,,,,0.04
4,,Ridge Rannet,Shards of Alara,111,,,,,,,,,0.02
4,,Rip-Clan Crasher,Shards of Alara,189,,,,,,,,,0.05
4,,Rockcaster Platoon,Shards of Alara,23,,,,,,,,,0.02
4,,Rockslide Elemental,Shards of Alara,112,,,,,,,,,0.09
4,,Sanctum Gargoyle,Shards of Alara,24,,,,,,,,,0.05
4,,Sangrite Surge,Shards of Alara,190,,,,,,,,,0.04
4,,Savage Hunger,Shards of Alara,147,,,,,,,,,0.02
4,,Savage Lands,Shards of Alara,228,,,,,,,,,0.15
4,,Scavenger Drake,Shards of Alara,85,,,,,,,,,0.04
4,,Scourge Devil,Shards of Alara,113,,,,,,,,,0.03
3,,Seaside Citadel,Shards of Alara,229,,,,,,,,,0.46
4,,Shadowfeed,Shards of Alara,86,,,,,,,,,0.04
4,,Shore Snapper,Shards of Alara,87,,,,,,,,,0.01
4,,Sighted-Caste Sorcerer,Shards of Alara,26,,,,,,,,,0.04
4,,Sigil Blessing,Shards of Alara,195,,,,,,,,,0.05
4,,Sigiled Paladin,Shards of Alara,27,,,,,,,,,0.32
4,,Skeletal Kathari,Shards of Alara,88,,,,,,,,,0.04
4,,Skeletonize,Shards of Alara,114,,,,,,,,,0.03
4,,Soul's Grace,Shards of Alara,28,,,,,,,,,0.05
4,,Soul's Might,Shards of Alara,149,,,,,,,,,0.05
4,,Spell Snip,Shards of Alara,57,,,,,,,,,0.03
4,,Sphinx's Herald,Shards of Alara,58,,,,,,,,,0.05
4,,Sprouting Thrinax,Shards of Alara,197,,,,,,,,,0.05
4,,Steelclad Serpent,Shards of Alara,59,,,,,,,,,0.01
4,,Steward of Valeron,Shards of Alara,198,,,,,,,,,0.05
4,,Sunseed Nurturer,Shards of Alara,29,,,,,,,,,0.04
4,,Swerve,Shards of Alara,200,,,,,,,,,0.14
4,,Thorn-Thrash Viashino,Shards of Alara,116,,,,,,,,,0.03
4,,Thoughtcutter Agent,Shards of Alara,201,,,,,,,,,0.04
4,,Thunder-Thrash Elder,Shards of Alara,117,,,,,,,,,0.05
4,,Tidehollow Sculler,Shards of Alara,202,,,,,,,,,0.15
4,,Tidehollow Strix,Shards of Alara,203,,,,,,,,,0.04
4,,Topan Ascetic,Shards of Alara,151,,,,,,,,,0.03
4,,Tortoise Formation,Shards of Alara,61,,,,,,,,,0.03
4,,Tower Gargoyle,Shards of Alara,205,,,,,,,,,0.04
4,,Undead Leotau,Shards of Alara,90,,,,,,,,,0.01
4,,Vectis Silencers,Shards of Alara,62,,,,,,,,,0.01
4,,Viashino Skeleton,Shards of Alara,118,,,,,,,,,0.03
4,,Viscera Dragger,Shards of Alara,92,,,,,,,,,0.09
4,,Vithian Stinger,Shards of Alara,120,,,,,,,,,0.03
4,,Volcanic Submersion,Shards of Alara,121,,,,,,,,,0.03
4,,Waveskimmer Aven,Shards of Alara,207,,,,,,,,,0.04
4,,Welkin Guide,Shards of Alara,30,,,,,,,,,0.01
4,,Wild Nacatl,Shards of Alara,152,,,,,,,,,0.85
4,,Windwright Mage,Shards of Alara,208,,,,,,,,,0.05
4,,Woolly Thoctar,Shards of Alara,209,,,,,,,,,0.09
4,,Yoked Plowbeast,Shards of Alara,31,,,,,,,,,0.03
4,,Absorb Vis,Conflux,40,,,,,,,,,0.01
4,,Aerie Mystics,Conflux,1,,,,,,,,,0.03
4,,Ancient Ziggurat,Conflux,141,,,,,,,,,2.15
4,,Armillary Sphere,Conflux,134,,,,,,,,,0.05
4,,Aven Squire,Conflux,3,,,,,,,,,0.05
4,,Aven Trailblazer,Conflux,4,,,,,,,,,0.03
4,,Beacon Behemoth,Conflux,78,,,,,,,,,0.05
4,,Bone Saw,Conflux,135,,,,,,,,,0.07
4,,Brackwater Elemental,Conflux,21,,,,,,,,,0.01
4,,Canyon Minotaur,Conflux,60,,,,,,,,,0.01
4,,Celestial Purge,Conflux,5,,,,,,,,,0.07
4,,Constricting Tendrils,Conflux,22,,,,,,,,,0.02
4,,Controlled Instincts,Conflux,23,,,,,,,,,0.04
4,,Corrupted Roots,Conflux,41,,,,,,,,,0.06
4,,Countersquall,Conflux,103,,,,,,,,,2.25
4,,Court Homunculus,Conflux,6,,,,,,,,,0.05
4,,Cumber Stone,Conflux,24,,,,,,,,,0.05
4,,Dark Temper,Conflux,61,,,,,,,,,0.03
4,,Darklit Gargoyle,Conflux,7,,,,,,,,,0.04
4,,Drag Down,Conflux,42,,,,,,,,,0.02
4,,Dragonsoul Knight,Conflux,62,,,,,,,,,0.04
4,,Dreadwing,Conflux,43,,,,,,,,,0.05
4,,Elder Mastery,Conflux,104,,,,,,,,,0.06
4,,Ember Weaver,Conflux,81,,,,,,,,,0.05
4,,Esper Cormorants,Conflux,105,,,,,,,,,0.05
4,,Esperzoa,Conflux,25,,,,,,,,,0.05
4,,Exploding Borders,Conflux,106,,,,,,,,,0.05
4,,Faerie Mechanist,Conflux,27,,,,,,,,,0.03
4,,Fiery Fall,Conflux,63,,,,,,,,,0.01
4,,Filigree Fracture,Conflux,82,,,,,,,,,0.06
4,,Fleshformer,Conflux,45,,,,,,,,,0.05
4,,Frontline Sage,Conflux,28,,,,,,,,,0.05
4,,Fusion Elemental,Conflux,107,,,,,,,,,0.08
4,,Gleam of Resistance,Conflux,8,,,,,,,,,0.02
4,,Gluttonous Slime,Conflux,83,,,,,,,,,0.07
4,,Goblin Outlander,Conflux,109,,,,,,,,,0.02
4,,Grixis Illusionist,Conflux,29,,,,,,,,,0.02
4,,Grixis Slavedriver,Conflux,46,,,,,,,,,0.05
4,,Hellkite Hatchling,Conflux,111,,,,,,,,,0.1
4,,Ignite Disorder,Conflux,66,,,,,,,,,0.01
4,,Infectious Horror,Conflux,47,,,,,,,,,0.04
4,,Jhessian Balmgiver,Conflux,112,,,,,,,,,0.07
4,,Kaleidostone,Conflux,137,,,,,,,,,0.05
4,,Kranioceros,Conflux,67,,,,,,,,,0.02
4,,Lapse of Certainty,Conflux,9,,,,,,,,,0.05
4,,Mana Cylix,Conflux,138,,,,,,,,,0.05
4,,Manaforce Mace,Conflux,139,,,,,,,,,0.03
4,,Maniacal Rage,Conflux,68,,,,,,,,,0.02
4,,Matca Rioters,Conflux,84,,,,,,,,,0.04
4,,Molten Frame,Conflux,69,,,,,,,,,0.02
4,,Nacatl Hunt-Pride,Conflux,13,,,,,,,,,0.05
4,,Nacatl Outlander,Conflux,119,,,,,,,,,0.05
4,,Nacatl Savage,Conflux,86,,,,,,,,,0.03
4,,Paragon of the Amesha,Conflux,14,,,,,,,,,0.07
4,,Parasitic Strix,Conflux,32,,,,,,,,,0.03
2,,Path to Exile,Conflux,15,,,,,,,,,5.93
4,,Pestilent Kathari,Conflux,50,,,,,,,,,0.05
4,,Quenchable Fire,Conflux,70,,,,,,,,,0.03
4,,Reliquary Tower,Conflux,143,,,,,,,,,2.85
4,,Rhox Bodyguard,Conflux,122,,,,,,,,,0.03
4,,Rhox Meditant,Conflux,16,,,,,,,,,0.04
4,,Rotting Rats,Conflux,51,,,,,,,,,0.13
4,,Rupture Spire,Conflux,144,,,,,,,,,0.1
4,,Sacellum Archers,Conflux,89,,,,,,,,,0.05
4,,Salvage Slasher,Conflux,52,,,,,,,,,0.05
4,,Scarland Thrinax,Conflux,123,,,,,,,,,0.05
4,,Scattershot Archer,Conflux,90,,,,,,,,,0.32
4,,Scornful Aether-Lich,Conflux,34,,,,,,,,,0.05
4,,Sedraxis Alchemist,Conflux,54,,,,,,,,,0.05
4,,Shambling Remains,Conflux,124,,,,,,,,,0.05
4,,Shard Convergence,Conflux,91,,,,,,,,,0.1
4,,Skyward Eye Prophets,Conflux,125,,,,,,,,,0.06
4,,Sludge Strider,Conflux,126,,,,,,,,,0.07
4,,Spore Burst,Conflux,93,,,,,,,,,0.03
4,,Suicidal Charge,Conflux,128,,,,,,,,,0.03
4,,Sylvan Bounty,Conflux,94,,,,,,,,,0.02
4,,Toxic Iguanar,Conflux,72,,,,,,,,,0.05
4,,Traumatic Visions,Conflux,36,,,,,,,,,0.01
2,,Tukatongue Thallid,Conflux,96,,,,,,,,,0.05
4,,Unstable Frontier,Conflux,145,,,,,,,,,0.05
4,,Vagrant Plowbeasts,Conflux,129,,,,,,,,,0.09
4,,Valeron Outlander,Conflux,130,,,,,,,,,0.04
4,,Valiant Guard,Conflux,19,,,,,,,,,0.04
4,,Vectis Agents,Conflux,131,,,,,,,,,0.04
4,,Vedalken Outlander,Conflux,132,,,,,,,,,0.05
4,,Viashino Slaughtermaster,Conflux,73,,,,,,,,,0.05
1,,View from Above,Conflux,38,,,,,,,,,0.04
4,,Voices from the Void,Conflux,55,,,,,,,,,0.04
4,,Volcanic Fallout,Conflux,74,,,,,,,,,0.09
4,,Wandering Goblins,Conflux,76,,,,,,,,,0.02
4,,Wild Leotau,Conflux,97,,,,,,,,,0.03
4,,Wretched Banquet,Conflux,56,,,,,,,,,0.03
4,,Yoke of the Damned,Conflux,57,,,,,,,,,0.04
4,,Zombie Outlander,Conflux,133,,,,,,,,,0.03
4,,Anathemancer,Alara Reborn,33,,,,,,,,,0.1
4,,Arsenal Thresher,Alara Reborn,131,,,,,,,,,0.02
4,,Bant Sojourners,Alara Reborn,125,,,,,,,,,0.03
4,,Bant Sureblade,Alara Reborn,143,,,,,,,,,0.09
4,,Behemoth Sledge,Alara Reborn,65,,,,,,,,,0.1
4,,Bituminous Blast,Alara Reborn,34,,,,,,,,,0.07
4,,Bloodbraid Elf,Alara Reborn,50,,,,,,,,,0.45
4,,Brainbite,Alara Reborn,18,,,,,,,,,0.04
4,,Breath of Malfegor,Alara Reborn,35,,,,,,,,,0.05
4,,Captured Sunlight,Alara Reborn,66,,,,,,,,,0.05
4,,Cerodon Yearling,Alara Reborn,96,,,,,,,,,0.05
4,,Colossal Might,Alara Reborn,51,,,,,,,,,0.05
4,,Crystallization,Alara Reborn,144,,,,,,,,,0.05
4,,Deadshot Minotaur,Alara Reborn,52,,,,,,,,,0.08
4,,Demonic Dread,Alara Reborn,38,,,,,,,,,0.22
4,,Demonspine Whip,Alara Reborn,39,,,,,,,,,0.08
4,,Deny Reality,Alara Reborn,19,,,,,,,,,0.05
4,,Double Negative,Alara Reborn,87,,,,,,,,,0.09
4,,Dragon Appeasement,Alara Reborn,115,,,,,,,,,0.06
4,,Drastic Revelation,Alara Reborn,111,,,,,,,,,0.05
4,,Enlisted Wurm,Alara Reborn,68,,,,,,,,,0.06
4,,Esper Sojourners,Alara Reborn,107,,,,,,,,,0.05
4,,Esper Stormblade,Alara Reborn,132,,,,,,,,,0.05
4,,Ethercaste Knight,Alara Reborn,3,,,,,,,,,0.05
4,,Etherium Abomination,Alara Reborn,20,,,,,,,,,0.02
4,,Ethersworn Shieldmage,Alara Reborn,4,,,,,,,,,0.05
4,,Etherwrought Page,Alara Reborn,108,,,,,,,,,0.1
4,,Fieldmist Borderpost,Alara Reborn,5,,,,,,,,,0.1
4,,Firewild Borderpost,Alara Reborn,54,,,,,,,,,0.1
4,,Flurry of Wings,Alara Reborn,127,,,,,,,,,0.09
4,,Giant Ambush Beetle,Alara Reborn,137,,,,,,,,,0.04
4,,Glassdust Hulk,Alara Reborn,7,,,,,,,,,0.05
4,,Gloryscale Viashino,Alara Reborn,120,,,,,,,,,0.07
4,,Godtracker of Jund,Alara Reborn,55,,,,,,,,,0.03
4,,Gorger Wurm,Alara Reborn,56,,,,,,,,,0.02
4,,Grixis Grimblade,Alara Reborn,134,,,,,,,,,0.1
4,,Grixis Sojourners,Alara Reborn,112,,,,,,,,,0.03
4,,Grizzled Leotau,Alara Reborn,69,,,,,,,,,0.05
4,,Igneous Pouncer,Alara Reborn,40,,,,,,,,,0.05
4,,Illusory Demon,Alara Reborn,21,,,,,,,,,0.05
4,,Intimidation Bolt,Alara Reborn,99,,,,,,,,,0.1
4,,Jhessian Zombies,Alara Reborn,22,,,,,,,,,0.05
4,,Jund Hackblade,Alara Reborn,138,,,,,,,,,0.05
4,,Jund Sojourners,Alara Reborn,116,,,,,,,,,0.03
4,,Kathari Bomber,Alara Reborn,41,,,,,,,,,0.03
4,,Kathari Remnant,Alara Reborn,23,,,,,,,,,0.09
4,,Leonin Armorguard,Alara Reborn,72,,,,,,,,,0.05
4,,Lorescale Coatl,Alara Reborn,101,,,,,,,,,0.13
4,,Mage Slayer,Alara Reborn,57,,,,,,,,,0.5
4,,Magefire Wings,Alara Reborn,88,,,,,,,,,0.03
4,,Marisi's Twinclaws,Alara Reborn,140,,,,,,,,,0.08
4,,Marrow Chomper,Alara Reborn,93,,,,,,,,,0.1
4,,Mask of Riddles,Alara Reborn,25,,,,,,,,,0.18
4,,Messenger Falcons,Alara Reborn,145,,,,,,,,,0.08
4,,Mind Funeral,Alara Reborn,26,,,,,,,,,2.25
4,,Mistvein Borderpost,Alara Reborn,27,,,,,,,,,0.08
4,,Monstrous Carabid,Alara Reborn,43,,,,,,,,,0.05
4,,Morbid Bloom,Alara Reborn,94,,,,,,,,,0.07
4,,Naya Hushblade,Alara Reborn,141,,,,,,,,,0.05
4,,Naya Sojourners,Alara Reborn,122,,,,,,,,,0.03
4,,Nulltread Gargantuan,Alara Reborn,102,,,,,,,,,0.11
4,,Offering to Asha,Alara Reborn,9,,,,,,,,,0.03
4,,Pale Recluse,Alara Reborn,74,,,,,,,,,0.05
4,,Putrid Leech,Alara Reborn,95,,,,,,,,,0.05
4,,Qasali Pridemage,Alara Reborn,75,,,,,,,,,0.78
4,,Reborn Hope,Alara Reborn,76,,,,,,,,,0.08
4,,Rhox Brute,Alara Reborn,59,,,,,,,,,0.01
4,,Sanctum Plowbeast,Alara Reborn,10,,,,,,,,,0.05
4,,Sangrite Backlash,Alara Reborn,139,,,,,,,,,0.05
4,,Sanity Gnawers,Alara Reborn,44,,,,,,,,,0.05
4,,Sewn-Eye Drake,Alara Reborn,135,,,,,,,,,0.03
4,,Shield of the Righteous,Alara Reborn,11,,,,,,,,,0.07
4,,Sigil Captain,Alara Reborn,77,,,,,,,,,0.09
4,,Sigil of the Nayan Gods,Alara Reborn,78,,,,,,,,,0.05
4,,Sigiled Behemoth,Alara Reborn,79,,,,,,,,,0.01
4,,Singe-Mind Ogre,Alara Reborn,45,,,,,,,,,0.03
4,,Skyclaw Thrash,Alara Reborn,89,,,,,,,,,0.05
4,,Slave of Bolas,Alara Reborn,136,,,,,,,,,0.2
4,,Soul Manipulation,Alara Reborn,29,,,,,,,,,0.05
4,,Stormcaller's Boon,Alara Reborn,13,,,,,,,,,0.04
4,,Stun Sniper,Alara Reborn,100,,,,,,,,,0.07
4,,Tainted Sigil,Alara Reborn,83,,,,,,,,,0.1
4,,Talon Trooper,Alara Reborn,14,,,,,,,,,0.05
4,,Terminate,Alara Reborn,46,,,,,,,,,0.5
4,,Thopter Foundry,Alara Reborn,133,,,,,,,,,0.36
4,,Trace of Abundance,Alara Reborn,142,,,,,,,,,0.05
4,,Unbender Tine,Alara Reborn,15,,,,,,,,,0.08
4,,Valley Rannet,Alara Reborn,61,,,,,,,,,0.04
4,,Vectis Dominator,Alara Reborn,84,,,,,,,,,0.05
4,,Vedalken Ghoul,Alara Reborn,32,,,,,,,,,0.05
4,,Veinfire Borderpost,Alara Reborn,48,,,,,,,,,0.1
4,,Vengeful Rebirth,Alara Reborn,62,,,,,,,,,0.03
4,,Violent Outburst,Alara Reborn,63,,,,,,,,,0.29
4,,Vithian Renegades,Alara Reborn,64,,,,,,,,,0.06
4,,Wall of Denial,Alara Reborn,16,,,,,,,,,0.25
4,,Wildfield Borderpost,Alara Reborn,80,,,,,,,,,0.1
4,,Winged Coatl,Alara Reborn,105,,,,,,,,,0.05
2,,Zealous Persecution,Alara Reborn,85,,,,,,,,,0.25
4,,Acidic Slime,Magic 2010,165,,,,,,,,,0.08
4,,Acolyte of Xathrid,Magic 2010,83,,,,,,,,,0.05
4,,Act of Treason,Magic 2010,124,,,,,,,,,0.05
4,,Air Elemental,Magic 2010,42,,,,,,,,,0.02
4,,Alluring Siren,Magic 2010,43,,,,,,,,,0.03
4,,Angel's Feather,Magic 2010,206,,,,,,,,,0.05
4,,Angel's Mercy,Magic 2010,2,,,,,,,,,0.05
4,,Armored Ascension,Magic 2010,3,,,,,,,,,0.09
4,,Assassinate,Magic 2010,84,,,,,,,,,0.04
4,,Awakener Druid,Magic 2010,167,,,,,,,,,0.06
4,,Berserkers of Blood Ridge,Magic 2010,126,,,,,,,,,0.02
4,,Black Knight,Magic 2010,85,,,,,,,,,0.04
4,,Blinding Mage,Magic 2010,5,,,,,,,,,0.04
4,,Bog Wraith,Magic 2010,86,,,,,,,,,0.03
4,,Borderland Ranger,Magic 2010,169,,,,,,,,,0.05
4,,Bountiful Harvest,Magic 2010,170,,,,,,,,,0.04
4,,Bramble Creeper,Magic 2010,171,,,,,,,,,0.02
4,,Burning Inquiry,Magic 2010,128,,,,,,,,,0.17
4,,Burst of Speed,Magic 2010,129,,,,,,,,,0.04
4,,Cancel,Magic 2010,44,,,,,,,,,0.05
4,,Canyon Minotaur,Magic 2010,130,,,,,,,,,0.02
4,,Celestial Purge,Magic 2010,7,,,,,,,,,0.07
4,,Centaur Courser,Magic 2010,172,,,,,,,,,0.04
4,,Child of Night,Magic 2010,88,,,,,,,,,0.04
4,,Consume Spirit,Magic 2010,89,,,,,,,,,0.04
4,,Convincing Mirage,Magic 2010,46,,,,,,,,,0.05
4,,Coral Merfolk,Magic 2010,47,,,,,,,,,0.04
4,,Craw Wurm,Magic 2010,173,,,,,,,,,0.04
4,,Cudgel Troll,Magic 2010,174,,,,,,,,,0.05
4,,Deadly Recluse,Magic 2010,175,,,,,,,,,0.05
4,,Deathmark,Magic 2010,90,,,,,,,,,0.04
4,,Demon's Horn,Magic 2010,209,,,,,,,,,0.05
4,,Diabolic Tutor,Magic 2010,91,,,,,,,,,0.12
4,,Disentomb,Magic 2010,92,,,,,,,,,0.04
4,,Disorient,Magic 2010,48,,,,,,,,,0.03
4,,Divination,Magic 2010,49,,,,,,,,,0.03
4,,Divine Verdict,Magic 2010,8,,,,,,,,,0.03
4,,Doom Blade,Magic 2010,93,,,,,,,,,0.09
4,,Dragon Whelp,Magic 2010,133,,,,,,,,,0.05
4,,Dragon's Claw,Magic 2010,210,,,,,,,,,0.08
4,,Dread Warlock,Magic 2010,94,,,,,,,,,0.04
4,,Drudge Skeletons,Magic 2010,95,,,,,,,,,0.05
4,,Duress,Magic 2010,96,,,,,,,,,0.05
4,,Elite Vanguard,Magic 2010,9,,,,,,,,,0.05
4,,Elvish Visionary,Magic 2010,178,,,,,,,,,0.05
4,,Emerald Oryx,Magic 2010,179,,,,,,,,,0.04
4,,Enormous Baloth,Magic 2010,180,,,,,,,,,0.03
4,,Entangling Vines,Magic 2010,181,,,,,,,,,0.04
4,,Essence Scatter,Magic 2010,51,,,,,,,,,0.05
4,,Excommunicate,Magic 2010,10,,,,,,,,,0.04
4,,Fabricate,Magic 2010,52,,,,,,,,,2
4,,Fiery Hellhound,Magic 2010,135,,,,,,,,,0.04
4,,Fireball,Magic 2010,136,,,,,,,,,0.07
4,,Firebreathing,Magic 2010,137,,,,,,,,,0.04
4,,Flashfreeze,Magic 2010,53,,,,,,,,,0.03
4,,Fog,Magic 2010,182,,,,,,,,,0.05
4,,Giant Growth,Magic 2010,184,,,,,,,,,0.05
4,,Giant Spider,Magic 2010,185,,,,,,,,,0.04
4,,Glorious Charge,Magic 2010,11,,,,,,,,,0.04
4,,Goblin Artillery,Magic 2010,138,,,,,,,,,0.05
4,,Goblin Piker,Magic 2010,140,,,,,,,,,0.04
4,,Gorgon Flail,Magic 2010,211,,,,,,,,,0.36
4,,Gravedigger,Magic 2010,97,,,,,,,,,0.04
4,,Griffin Sentinel,Magic 2010,12,,,,,,,,,0.04
4,,Harm's Way,Magic 2010,14,,,,,,,,,0.05
4,,Holy Strength,Magic 2010,15,,,,,,,,,0.03
4,,Horned Turtle,Magic 2010,55,,,,,,,,,0.03
4,,Howl of the Night Pack,Magic 2010,187,,,,,,,,,0.05
4,,Howling Banshee,Magic 2010,99,,,,,,,,,0.03
4,,Ice Cage,Magic 2010,56,,,,,,,,,0.04
4,,Ignite Disorder,Magic 2010,141,,,,,,,,,0.04
4,,Illusionary Servant,Magic 2010,57,,,,,,,,,0.05
4,,Inferno Elemental,Magic 2010,142,,,,,,,,,0.05
4,,Jackal Familiar,Magic 2010,143,,,,,,,,,0.04
4,,Jump,Magic 2010,59,,,,,,,,,0.04
4,,Kelinore Bat,Magic 2010,101,,,,,,,,,0.02
4,,Kindled Fury,Magic 2010,144,,,,,,,,,0.04
4,,Kraken's Eye,Magic 2010,213,,,,,,,,,0.06
4,,Lava Axe,Magic 2010,145,,,,,,,,,0.03
4,,Levitation,Magic 2010,60,,,,,,,,,0.06
4,,Lifelink,Magic 2010,18,,,,,,,,,0.05
4,,Lightning Bolt,Magic 2010,146,,,,,,,,,1.19
4,,Lightning Elemental,Magic 2010,147,,,,,,,,,0.04
4,,Llanowar Elves,Magic 2010,189,,,,,,,,,0.05
4,,Looming Shade,Magic 2010,103,,,,,,,,,0.02
4,,Megrim,Magic 2010,104,,,,,,,,,0.1
4,,Merfolk Looter,Magic 2010,61,,,,,,,,,0.04
4,,Mind Control,Magic 2010,63,,,,,,,,,0.05
4,,Mind Rot,Magic 2010,105,,,,,,,,,0.03
4,,Mist Leopard,Magic 2010,193,,,,,,,,,0.04
4,,Mold Adder,Magic 2010,194,,,,,,,,,0.1
4,,Naturalize,Magic 2010,195,,,,,,,,,0.04
4,,Nature's Spiral,Magic 2010,196,,,,,,,,,0.07
4,,Negate,Magic 2010,65,,,,,,,,,0.05
4,,Oakenform,Magic 2010,197,,,,,,,,,0.04
4,,Ornithopter,Magic 2010,216,,,,,,,,,0.1
4,,Overrun,Magic 2010,198,,,,,,,,,0.09
4,,Pacifism,Magic 2010,22,,,,,,,,,0.04
4,,Palace Guard,Magic 2010,23,,,,,,,,,0.04
4,,Panic Attack,Magic 2010,150,,,,,,,,,0.02
4,,Phantom Warrior,Magic 2010,66,,,,,,,,,0.06
4,,Ponder,Magic 2010,68,,,,,,,,,0.9
4,,Prized Unicorn,Magic 2010,199,,,,,,,,,0.04
4,,Prodigal Pyromancer,Magic 2010,151,,,,,,,,,0.05
4,,Pyroclasm,Magic 2010,152,,,,,,,,,0.16
4,,Raging Goblin,Magic 2010,153,,,,,,,,,0.05
4,,Rampant Growth,Magic 2010,201,,,,,,,,,0.05
4,,Razorfoot Griffin,Magic 2010,25,,,,,,,,,0.02
4,,Regenerate,Magic 2010,202,,,,,,,,,0.04
4,,Relentless Rats,Magic 2010,108,,,,,,,,,1.25
4,,Rhox Pikemaster,Magic 2010,26,,,,,,,,,0.1
4,,Righteousness,Magic 2010,27,,,,,,,,,0.06
4,,Rise from the Grave,Magic 2010,109,,,,,,,,,0.04
4,,Rod of Ruin,Magic 2010,219,,,,,,,,,0.03
4,,Runeclaw Bear,Magic 2010,203,,,,,,,,,0.04
4,,Safe Passage,Magic 2010,28,,,,,,,,,0.04
4,,Sage Owl,Magic 2010,69,,,,,,,,,0.04
4,,Seismic Strike,Magic 2010,154,,,,,,,,,0.04
4,,Serpent of the Endless Sea,Magic 2010,70,,,,,,,,,0.04
4,,Serra Angel,Magic 2010,29,,,,,,,,,0.04
4,,Shatter,Magic 2010,155,,,,,,,,,0.01
4,,Siege Mastodon,Magic 2010,30,,,,,,,,,0.02
4,,Sign in Blood,Magic 2010,112,,,,,,,,,0.05
4,,Silvercoat Lion,Magic 2010,32,,,,,,,,,0.03
4,,Sleep,Magic 2010,71,,,,,,,,,0.04
4,,Snapping Drake,Magic 2010,72,,,,,,,,,0.02
